La Unión - Mary Luz;L1ne1H9HyB8
La Unión - Donde estábais (en los malos tiempos);uDYScDeqrc0
La Unión - El San Francisco;-3ZRdJM8LIA
La Unión - De aquí allá;CrDyqgS4gWE
Héroes del Silencio - Héroe de Leyenda;Ew_PcY2pFeU
El Último de la Fila - El loco de la calle;ZRkFyM-Gk4k
El Último de la Fila - Son cuatro días;jygX2fjFG34
Loquillo y los trogloditas - La Mataré;Ri29oahnNAU
