Triana - En el lago;64luV9vNddo
Camilo Sesto - Vivir así es morir de amor;mZzZsg1XtrE
Miguel Bosé - Linda;g-Rlv_iwWSo
Baccara - Yes Sir, I Can Boogie;dTvXBAKm_5I
Jarcha - Libertad Sin Ira;upQ3jpQw8Bc
