Mecano - El 7 de Septiembre;P7fKL9oyxxg
Mecano - Naturaleza muerta;jW3mqNdw8BQ
Mecano - Tú;AOrH6B-EU-U
Mecano - El fallo positivo;DqDCYjScKbg
Mecano - Una rosa es una rosa;dv958EeZXHc
Mecano - Dalai Lama;rEQsQqeNza4
