Héroes del Silencio - Iberia sumergida;N64UGolliPw
Héroes del Silencio - La chispa adecuada;jnDjEHyhFpU
Héroes del Silencio - Avalancha;3wOY9Looa2Q
El Último de la Fila - Sin llaves;rHiy_U4at-k
El Último de la Fila - Las hojas que ríen;j9v9L12vO1E
El Último de la Fila - Bailarás como un indio;3xjBqpqHuUA
