Burning - Qué hace una chica como tú en un sitio como éste;S8WD7w-yKrQ
Tequila - Salta;6IPL5C3eaBY
Miguel Bosé - Super Superman;N7_aEq_oey4
Triana - Una historia;1xiQ5CtgIVc
Kaka de Luxe - Rosario, Toca El Pito;g4dZKAGwB2g
Kaka de Luxe - Viva El Metro;WUw5t7eiPw0
Kaka de Luxe - La Tentación;9Af5GPHK-4U
